11:04:56 - Build: Release Dedicated
11:04:56 - Mount&Blade Warband WSE2 version: 1.174 1094 Apr 26 2023 16:13:23
11:04:56 - Havok version: 2013.1.0-r1
11:04:56 - WSE netcode version: 10
11:04:56 - Command line: --config-path server_config.ini -r PW.txt --module PW_4.5.5S
11:04:56 - Initializing timer...
11:04:56 - Collecting system info...
11:04:56 - Dumping system info...
11:04:56 - -- OS: Windows Server 2016
11:04:56 - WARNING: Duplicate language string ui_sheath_weapon
11:04:56 - WARNING: Duplicate language string ui_character_window
11:04:56 - WARNING: Duplicate language string ui_inventory_window
11:04:56 - WARNING: Duplicate language string ui_party_window
11:04:56 - WARNING: Duplicate language string ui_quests_window
11:04:56 - WARNING: Duplicate language string ui_game_log_window
11:04:56 - WARNING: Duplicate language string ui_leave_location_retreat
11:04:56 - WARNING: Duplicate language string ui_zoom
11:04:56 - WARNING: Duplicate language string ui_view_outfit
11:04:56 - WARNING: Duplicate language string ui_toggle_first_person_view
11:04:56 - WARNING: Duplicate language string ui_view_orders
11:04:56 - WARNING: Duplicate language string ui_quick_save
11:04:56 - WARNING: Duplicate language string ui_no_key_assigned
11:04:56 - WARNING: Duplicate language string ui_new_enemies_have_arrived
11:04:56 - WARNING: Duplicate language string ui_reinforcements_have_arrived
11:04:56 - WARNING: Duplicate language string ui_report_casualties
11:04:56 - WARNING: Duplicate language string ui_report_experience
11:04:56 - WARNING: Duplicate language string ui_current_level_value
11:04:56 - WARNING: Duplicate language string ui_base_attribute_value
11:04:56 - WARNING: Duplicate language string ui_battle_controls
11:04:56 - WARNING: Duplicate language string ui_map_controls
11:04:56 - WARNING: Duplicate language string ui_general_controls
11:04:56 - WARNING: Duplicate language string ui_zoom_in
11:04:56 - WARNING: Duplicate language string ui_zoom_out
11:04:56 - WARNING: Duplicate language string ui_wait
11:04:56 - WARNING: Duplicate language string ui_take_screenshot
11:04:56 - WARNING: Duplicate language string ui_randomize
11:04:56 - WARNING: Duplicate language string ui_hint
11:04:56 - WARNING: Duplicate language string ui_press_left_mouse_button_to_continue
11:04:56 - WARNING: Duplicate language string ui_loot
11:04:56 - WARNING: Duplicate language string ui_cut_short
11:04:56 - WARNING: Duplicate language string ui_pierce_short
11:04:56 - WARNING: Duplicate language string ui_blunt_short
11:04:56 - WARNING: Duplicate language string ui_battle
11:04:56 - WARNING: Duplicate language string ui_siege
11:04:56 - WARNING: Duplicate language string ui_troops
11:04:56 - WARNING: Duplicate language string ui_loading_module_info_file
11:04:56 - WARNING: Duplicate language string ui_processing_ini_file
11:04:56 - WARNING: Duplicate language string ui_loading_music
11:04:56 - WARNING: Duplicate language string ui_loading_data
11:04:56 - WARNING: Duplicate language string ui_loading_setting_data
11:04:56 - WARNING: Duplicate language string ui_loading_textures
11:04:56 - WARNING: Duplicate language string ui_finished
11:04:56 - WARNING: Duplicate language string ui_creating_game
11:04:56 - WARNING: Duplicate language string ui_loading_savegame_file
11:04:56 - WARNING: Duplicate language string ui_loading_map_file
11:04:56 - WARNING: Duplicate language string ui_initializing_map
11:04:56 - WARNING: Duplicate language string ui_launching_game
11:04:56 - WARNING: Duplicate language string ui_capital_battle
11:04:56 - WARNING: Duplicate language string ui_capital_versus
11:04:56 - WARNING: Duplicate language string ui_tracks
11:04:56 - WARNING: Duplicate language string ui_battleground
11:04:56 - WARNING: Duplicate language string ui_order_1
11:04:56 - WARNING: Duplicate language string ui_order_2
11:04:56 - WARNING: Duplicate language string ui_order_3
11:04:56 - WARNING: Duplicate language string ui_order_4
11:04:56 - WARNING: Duplicate language string ui_order_5
11:04:56 - WARNING: Duplicate language string ui_order_6
11:04:56 - WARNING: Duplicate language string ui_order_button_hold_this_position
11:04:56 - WARNING: Duplicate language string ui_order_button_follow_me
11:04:56 - WARNING: Duplicate language string ui_order_button_charge
11:04:56 - WARNING: Duplicate language string ui_order_button_stand_ground
11:04:56 - WARNING: Duplicate language string ui_order_button_retreat
11:04:56 - WARNING: Duplicate language string ui_order_button_advance
11:04:56 - WARNING: Duplicate language string ui_order_button_fall_back
11:04:56 - WARNING: Duplicate language string ui_order_button_spread_out
11:04:56 - WARNING: Duplicate language string ui_order_button_stand_closer
11:04:56 - WARNING: Duplicate language string ui_order_button_mount_horses
11:04:56 - WARNING: Duplicate language string ui_order_button_dismount
11:04:56 - WARNING: Duplicate language string ui_order_button_hold_fire
11:04:56 - WARNING: Duplicate language string ui_order_button_fire_at_will
11:04:56 - WARNING: Duplicate language string ui_order_button_use_blunt_weapons
11:04:56 - WARNING: Duplicate language string ui_order_button_use_any_weapon
11:04:56 - WARNING: Duplicate language string ui_order_button_movement_orders
11:04:56 - WARNING: Duplicate language string ui_order_button_formation_orders
11:04:56 - WARNING: Duplicate language string ui_order_button_fire_orders
11:04:56 - WARNING: Duplicate language string ui_follow_me_e_
11:04:56 - WARNING: Duplicate language string ui_charge_e_
11:04:56 - WARNING: Duplicate language string ui_stand_ground_e_
11:04:56 - WARNING: Duplicate language string ui_retreat_e_
11:04:56 - WARNING: Duplicate language string ui_mount_horses_e_
11:04:56 - WARNING: Duplicate language string ui_dismount_e_
11:04:56 - WARNING: Duplicate language string ui_advance_e_
11:04:56 - WARNING: Duplicate language string ui_fall_back_e_
11:04:56 - WARNING: Duplicate language string ui_stand_closer_e_
11:04:56 - WARNING: Duplicate language string ui_spread_out_e_
11:04:56 - WARNING: Duplicate language string ui_use_blunt_weapons_e_
11:04:56 - WARNING: Duplicate language string ui_use_any_weapon_e_
11:04:56 - WARNING: Duplicate language string ui_hold_fire_e_
11:04:56 - WARNING: Duplicate language string ui_fire_at_will_e_
11:04:56 - WARNING: Duplicate language string ui_hold_this_position_e_
11:04:56 - WARNING: Duplicate language string ui_infantry
11:04:56 - WARNING: Duplicate language string ui_archers
11:04:56 - WARNING: Duplicate language string ui_cavalry
11:04:56 - WARNING: Duplicate language string ui_companions
11:04:56 - WARNING: Duplicate language string ui_everyone_hear_me
11:04:56 - WARNING: Duplicate language string ui_everyone
11:04:56 - WARNING: Duplicate language string ui_everyone_around_me
11:04:56 - WARNING: Duplicate language string ui_str_hear_me
11:04:56 - WARNING: Duplicate language string ui_str_and_str
11:04:56 - WARNING: Duplicate language string ui_str_comma_str
11:04:56 - WARNING: Duplicate language string ui_need_to_learn_prisoner_management
11:04:56 - WARNING: Duplicate language string ui_game_log
11:04:56 - WARNING: Duplicate language string ui_recent_messages
11:04:56 - WARNING: Duplicate language string ui_custom_battle
11:04:56 - WARNING: Duplicate language string ui_player
11:04:56 - WARNING: Duplicate language string ui_value_denars
11:04:56 - WARNING: Duplicate language string ui_back
11:04:56 - WARNING: Duplicate language string ui_forward
11:04:56 - WARNING: Duplicate language string ui_display_on_map
11:04:56 - WARNING: Duplicate language string ui_info_pages
11:04:56 - WARNING: Duplicate language string ui_troops2
11:04:56 - WARNING: Duplicate language string ui_locations
11:04:56 - WARNING: Duplicate language string ui_click_button_to_view_note
11:04:56 - WARNING: Duplicate language string ui_this_page_contains_no_information
11:04:56 - WARNING: Duplicate language string ui_other_pages_that_link_here
11:04:56 - WARNING: Duplicate language string ui_report_is_value_days_old
11:04:56 - WARNING: Duplicate language string ui_report_is_current
11:04:56 - WARNING: Duplicate language string ui_button_party_member_healthy_total
11:04:56 - WARNING: Duplicate language string ui_button_party_member_total
11:04:56 - WARNING: Duplicate language string ui_button_party_member_hero_percentage_wounded
11:04:56 - WARNING: Duplicate language string ui_button_party_member_hero_percentage
11:04:56 - WARNING: Duplicate language string ui_percentage_value
11:04:56 - WARNING: Duplicate language string ui_full
11:04:56 - WARNING: Duplicate language string ui_quick
11:04:56 - WARNING: Duplicate language string ui_none
11:04:56 - WARNING: Duplicate language string ui_change
11:04:56 - WARNING: Duplicate language string ui_how_to_change
11:04:56 - WARNING: Duplicate language string ui_change_directx_explanation
11:04:56 - WARNING: Duplicate language string ui_dropping_picking_up
11:04:56 - WARNING: Duplicate language string ui_dropping
11:04:56 - WARNING: Duplicate language string ui_picking_up
11:04:56 - WARNING: Duplicate language string ui_unable_to_take
11:04:56 - WARNING: Duplicate language string ui_age
11:04:56 - WARNING: Duplicate language string ui_cannot_be_used_on_horseback
11:04:56 - WARNING: Duplicate language string ui_enable_vertex_shaders2
11:04:56 - WARNING: Duplicate language string ui_screen_size2
11:04:56 - WARNING: Duplicate language string ui_use_desktop_resolution2
11:04:56 - WARNING: Duplicate language string ui_shadow_quality2
11:04:56 - WARNING: Duplicate language string ui_m_low2
11:04:56 - WARNING: Duplicate language string ui_m_high2
11:04:56 - WARNING: Duplicate language string ui_m_ultra_high2
11:04:56 - WARNING: Duplicate language string ui_off2
11:04:56 - WARNING: Duplicate language string ui_group_header
11:04:56 - WARNING: Duplicate language string ui_group_1
11:04:56 - WARNING: Duplicate language string ui_group_2
11:04:56 - WARNING: Duplicate language string ui_group_3
11:04:56 - WARNING: Duplicate language string ui_group_4
11:04:56 - WARNING: Duplicate language string ui_group_5
11:04:56 - WARNING: Duplicate language string ui_group_6
11:04:56 - WARNING: Duplicate language string ui_group_7
11:04:56 - WARNING: Duplicate language string ui_group_8
11:04:56 - WARNING: Duplicate language string ui_group_9
11:04:56 - WARNING: Duplicate language string ui_group_close
11:04:56 - WARNING: Duplicate language string ui_party_b_group_information
11:04:56 - WARNING: Duplicate language string ui_thrown_or_s
11:04:56 - WARNING: Duplicate language string ui_ranged_damage
11:04:56 - WARNING: Duplicate language string ui_overall_quality
11:04:56 - WARNING: Duplicate language string ui_shader_quality
11:04:56 - WARNING: Duplicate language string ui_flora_lod_detail
11:04:56 - WARNING: Duplicate language string ui_flora_degrade_distance
11:04:56 - WARNING: Duplicate language string ui_antialiasing
11:04:56 - WARNING: Duplicate language string ui_use_depth_effects
11:04:56 - WARNING: Duplicate language string ui_hdr_mode
11:04:56 - WARNING: Duplicate language string ui_autoexpore
11:04:56 - WARNING: Duplicate language string ui_choose_profile
11:04:56 - WARNING: Duplicate language string ui_create
11:04:56 - WARNING: Duplicate language string ui_edit
11:04:56 - WARNING: Duplicate language string ui_join_game
11:04:56 - WARNING: Duplicate language string ui_host_game
11:04:56 - WARNING: Duplicate language string ui_custom
11:04:56 - WARNING: Duplicate language string ui_medium
11:04:56 - WARNING: Duplicate language string ui_male
11:04:56 - WARNING: Duplicate language string ui_female
11:04:56 - WARNING: Duplicate language string ui_gender
11:04:56 - WARNING: Duplicate language string ui_edit_profile
11:04:56 - WARNING: Duplicate language string ui_new_profile
11:04:56 - WARNING: Duplicate language string ui_enter_username
11:04:56 - WARNING: Duplicate language string ui_invalid_username
11:04:56 - WARNING: Duplicate language string ui_confirmation
11:04:56 - WARNING: Duplicate language string ui_multiplayer
11:04:56 - WARNING: Duplicate language string ui_server_name
11:04:56 - WARNING: Duplicate language string ui_module_name
11:04:56 - WARNING: Duplicate language string ui_game_type
11:04:56 - WARNING: Duplicate language string ui_map_name
11:04:56 - WARNING: Duplicate language string ui_ping
11:04:56 - WARNING: Duplicate language string ui_dedicated
11:04:56 - WARNING: Duplicate language string ui_number_of_players
11:04:56 - WARNING: Duplicate language string ui_password_protected
11:04:56 - WARNING: Duplicate language string ui_connect
11:04:56 - WARNING: Duplicate language string ui_local_area_network
11:04:56 - WARNING: Duplicate language string ui_internet
11:04:56 - WARNING: Duplicate language string ui_favorites
11:04:56 - WARNING: Duplicate language string ui_source
11:04:56 - WARNING: Duplicate language string ui_server_password
11:04:56 - WARNING: Duplicate language string ui_refresh
11:04:56 - WARNING: Duplicate language string ui_start_search
11:04:56 - WARNING: Duplicate language string ui_add_to_favorites
11:04:56 - WARNING: Duplicate language string ui_remove_from_favorites
11:04:56 - WARNING: Duplicate language string ui_use_speedtree
11:04:56 - WARNING: Duplicate language string ui_use_instancing
11:04:56 - WARNING: Duplicate language string ui_error
11:04:56 - WARNING: Duplicate language string ui_error_server_full
11:04:56 - WARNING: Duplicate language string ui_error_server_full_for_non_private
11:04:56 - WARNING: Duplicate language string ui_error_server_password_incorrect
11:04:56 - WARNING: Duplicate language string ui_error_incorrect_serial
11:04:56 - WARNING: Duplicate language string ui_error_incorrect_authorization_key
11:04:56 - WARNING: Duplicate language string ui_error_banned_from_server
11:04:56 - WARNING: Duplicate language string ui_error_username_taken
11:04:56 - WARNING: Duplicate language string ui_error_authentication_failed
11:04:56 - WARNING: Duplicate language string ui_unable_to_connect_to_server
11:04:56 - WARNING: Duplicate language string ui_connection_to_server_is_lost
11:04:56 - WARNING: Duplicate language string ui_kicked_from_server
11:04:56 - WARNING: Duplicate language string ui_switch_to_module_question
11:04:56 - WARNING: Duplicate language string ui_download_module_question
11:04:56 - WARNING: Duplicate language string ui_download_mb_new_version_question
11:04:56 - WARNING: Duplicate language string ui_download_mb_old_version_question
11:04:56 - WARNING: Duplicate language string ui_download_module_new_version_question
11:04:56 - WARNING: Duplicate language string ui_download_module_old_version_question
11:04:56 - WARNING: Duplicate language string ui_authenticating_with_steam
11:04:56 - WARNING: Duplicate language string ui_validating_serial_number
11:04:56 - WARNING: Duplicate language string ui_scanning_lan
11:04:56 - WARNING: Duplicate language string ui_retrieving_servers
11:04:56 - WARNING: Duplicate language string ui_shield_size2
11:04:56 - WARNING: Duplicate language string ui_click_to_view_notes
11:04:56 - WARNING: Duplicate language string ui_retrieving_server_infos
11:04:56 - WARNING: Duplicate language string ui_connecting_to_server
11:04:56 - WARNING: Duplicate language string ui_requesting_to_join_the_game
11:04:56 - WARNING: Duplicate language string ui_loading
11:04:56 - WARNING: Duplicate language string ui_group_value_control
11:04:56 - WARNING: Duplicate language string ui_drop_weapon
11:04:56 - WARNING: Duplicate language string ui_multiplayer_message_all
11:04:56 - WARNING: Duplicate language string ui_multiplayer_message_team
11:04:56 - WARNING: Duplicate language string ui_command_line
11:04:56 - WARNING: Duplicate language string ui_use_ranged_weapon_as_melee
11:04:56 - WARNING: Duplicate language string ui_send_message_all
11:04:56 - WARNING: Duplicate language string ui_send_message_team
11:04:56 - WARNING: Duplicate language string ui_select
11:04:56 - WARNING: Duplicate language string ui_context_menu
11:04:56 - WARNING: Duplicate language string ui_round_starts_in_value_seconds
11:04:56 - WARNING: Duplicate language string ui_watching_value
11:04:56 - WARNING: Duplicate language string ui_capital_spec
11:04:56 - WARNING: Duplicate language string ui_capital_dead
11:04:56 - WARNING: Duplicate language string ui_instancing_error1
11:04:56 - WARNING: Duplicate language string ui_instancing_error2
11:04:56 - WARNING: Duplicate language string ui_by_keyboard
11:04:56 - WARNING: Duplicate language string ui_combat_speed_slowest
11:04:56 - WARNING: Duplicate language string ui_combat_speed_slower
11:04:56 - WARNING: Duplicate language string ui_combat_speed_normal
11:04:56 - WARNING: Duplicate language string ui_combat_speed_faster
11:04:56 - WARNING: Duplicate language string ui_combat_speed_fastest
11:04:56 - WARNING: Duplicate language string ui_module_newer_than_application
11:04:56 - WARNING: Duplicate language string ui_module_older_than_application
11:04:56 - WARNING: Duplicate language string ui_unbalanced
11:04:56 - WARNING: Duplicate language string ui_can_crush_through_blocks
11:04:56 - WARNING: Duplicate language string ui_turn_camera_with_horse
11:04:56 - WARNING: Duplicate language string ui_widescreen_mode_on
11:04:56 - WARNING: Duplicate language string ui_widescreen_mode_off
11:04:56 - WARNING: Duplicate language string ui_notification_cant_upgrade
11:04:56 - WARNING: Duplicate language string ui_turn_never
11:04:56 - WARNING: Duplicate language string ui_turn_ranged_only
11:04:56 - WARNING: Duplicate language string ui_turn_melee_only
11:04:56 - WARNING: Duplicate language string ui_turn_always
11:04:56 - WARNING: Duplicate language string ui_general_options
11:04:56 - WARNING: Duplicate language string ui_vac_enabled
11:04:56 - WARNING: Duplicate language string ui_campaign_ai
11:04:56 - WARNING: Duplicate language string ui_downloading_map
11:04:56 - WARNING: Duplicate language string ui_download_completed
11:04:56 - WARNING: Duplicate language string ui_server_filter
11:04:56 - WARNING: Duplicate language string ui_has_players
11:04:56 - WARNING: Duplicate language string ui_is_not_full
11:04:56 - WARNING: Duplicate language string ui_is_password_free
11:04:56 - WARNING: Duplicate language string ui_native_only
11:04:56 - WARNING: Duplicate language string ui_ping_limit
11:04:56 - WARNING: Duplicate language string ui_filter_info
11:04:56 - WARNING: Duplicate language string ui_is_version_compatible
11:04:56 - WARNING: Duplicate language string ui_ttnet_account
11:04:56 - WARNING: Duplicate language string ui_username
11:04:56 - WARNING: Duplicate language string ui_password
11:04:56 - WARNING: Duplicate language string ui_error_incorrect_username_or_password
11:04:56 - WARNING: Duplicate language string ui_validating_account
11:04:56 - WARNING: Duplicate language string ui_plase_enter_your_serial_key
11:04:56 - WARNING: Duplicate language string ui_texture_detail2
11:04:56 - WARNING: Duplicate language string ui_antialiasing2
11:04:56 - WARNING: Duplicate language string ui_texture_detail
11:04:56 - WARNING: Duplicate language string ui_max_frame_rate
11:04:56 - WARNING: Duplicate language string ui_enable_bumpmap
11:04:56 - WARNING: Duplicate language string ui_disable_blood
11:04:56 - WARNING: Duplicate language string ui_disable_music
11:04:56 - WARNING: Duplicate language string ui_disable_sound
11:04:56 - WARNING: Duplicate language string ui_enable_cheats
11:04:56 - WARNING: Duplicate language string ui_enable_edit_mode
11:04:56 - WARNING: Duplicate language string ui_enable_pixel_shaders
11:04:56 - WARNING: Duplicate language string ui_enable_sound_variation
11:04:56 - WARNING: Duplicate language string ui_enable_vertex_shaders
11:04:56 - WARNING: Duplicate language string ui_shadow_quality
11:04:56 - WARNING: Duplicate language string ui_directx_7
11:04:56 - WARNING: Duplicate language string ui_directx_9
11:04:56 - WARNING: Duplicate language string ui_start_windowed
11:04:56 - WARNING: Duplicate language string ui_trialmode_caption
11:04:56 - WARNING: Duplicate language string ui_trialmode
11:04:56 - WARNING: Duplicate language string ui_launch_buy
11:04:56 - WARNING: Duplicate language string ui_launch_faq
11:04:56 - WARNING: Duplicate language string ui_trialmode2
11:04:56 - WARNING: Duplicate language string ui_trialmode3
11:04:56 - WARNING: Duplicate language string ui_trialmode4
11:04:56 - WARNING: Duplicate language string ui_serial_key_caption
11:04:56 - WARNING: Duplicate language string ui_notification_serial_input
11:04:56 - WARNING: Duplicate language string ui_activate
11:04:56 - WARNING: Duplicate language string ui_paste
11:04:56 - WARNING: Duplicate language string ui_notification_serial_internet_connection
11:04:56 - WARNING: Duplicate language string ui_notification_serial_offline
11:04:56 - WARNING: Duplicate language string ui_manual_activation
11:04:56 - WARNING: Duplicate language string ui_offline_activation
11:04:56 - WARNING: Duplicate language string ui_manual_activation_caption
11:04:56 - WARNING: Duplicate language string ui_offline_activation_caption
11:04:56 - WARNING: Duplicate language string ui_cancel2
11:04:56 - WARNING: Duplicate language string ui_close
11:04:56 - WARNING: Duplicate language string ui_ok2
11:04:56 - WARNING: Duplicate language string ui_activation_successful
11:04:56 - WARNING: Duplicate language string ui_activation_successful2
11:04:56 - WARNING: Duplicate language string ui_activation_denied
11:04:56 - WARNING: Duplicate language string ui_notification_serial_already_used
11:04:56 - WARNING: Duplicate language string ui_notification_unable_to_connect_to_activation_server
11:04:56 - WARNING: Duplicate language string ui_notification_unable_to_connect_to_activation_server2
11:04:56 - WARNING: Duplicate language string ui_incorrect_serial_number
11:04:56 - WARNING: Duplicate language string ui_incorrect_hardware_hash
11:04:56 - WARNING: Duplicate language string ui_incorrect_activation_code
11:04:56 - WARNING: Duplicate language string ui_cant_write_to_registry
11:04:56 - WARNING: Duplicate language string ui_video
11:04:56 - WARNING: Duplicate language string ui_audio
11:04:56 - WARNING: Duplicate language string ui_game
11:04:56 - WARNING: Duplicate language string ui_advanced
11:04:56 - WARNING: Duplicate language string ui_mount_and_blade_is_ready
11:04:56 - WARNING: Duplicate language string ui_notification_trial_mode
11:04:56 - WARNING: Duplicate language string ui_there_are_no_modules_installed
11:04:56 - WARNING: Duplicate language string ui_notification_new_version
11:04:56 - WARNING: Duplicate language string ui_new_version_found
11:04:56 - WARNING: Duplicate language string ui_notification_unable_to_retreive_new_version
11:04:56 - WARNING: Duplicate language string ui_new_version
11:04:56 - WARNING: Duplicate language string ui_notification_latest_version
11:04:56 - WARNING: Duplicate language string ui_mount_and_blade_is_up_to_date
11:04:56 - WARNING: Duplicate language string ui_continue_playing_the_trial_mode
11:04:56 - WARNING: Duplicate language string ui_faq_caption
11:04:56 - WARNING: Duplicate language string ui_faq_text
11:04:56 - WARNING: Duplicate language string ui_auto_adjust
11:04:56 - WARNING: Duplicate language string ui_screen_size
11:04:56 - WARNING: Duplicate language string ui_use_desktop_resolution
11:04:56 - WARNING: Duplicate language string ui_play
11:04:56 - WARNING: Duplicate language string ui_check_for_new_version
11:04:56 - WARNING: Duplicate language string ui_configure
11:04:56 - WARNING: Duplicate language string ui_configure_caption
11:04:56 - WARNING: Duplicate language string ui_mountandblade_website
11:04:56 - WARNING: Duplicate language string ui_current_setting
11:04:56 - WARNING: Duplicate language string ui_manual_activation_text1
11:04:56 - WARNING: Duplicate language string ui_manual_activation_text2
11:04:56 - WARNING: Duplicate language string ui_manual_activation_text3
11:04:56 - WARNING: Duplicate language string ui_manual_activation_text4
11:04:56 - WARNING: Duplicate language string ui_activation_code
11:04:56 - WARNING: Duplicate language string ui_force_vsync
11:04:56 - WARNING: Duplicate language string ui_m_low
11:04:56 - WARNING: Duplicate language string ui_m_high
11:04:56 - WARNING: Duplicate language string ui_m_ultra_high
11:04:56 - WARNING: Duplicate language string ui_force_single_threading
11:04:56 - WARNING: Duplicate language string ui_not_enough_memory
11:04:56 - WARNING: Duplicate language string ui_install
11:04:56 - WARNING: Duplicate language string DirectXText
11:04:56 - WARNING: Duplicate language string NoMountAndBladeText
11:04:56 - WARNING: Duplicate language string ui_SavegamesText
11:04:56 - WARNING: Duplicate language string ui_trialmode_online
11:04:56 - WARNING: Duplicate language string ui_launch_activate
11:04:56 - WARNING: Duplicate language string ui_trialmode2_online
11:04:56 - WARNING: Duplicate language string ui_trialmode3_online
11:04:56 - WARNING: Duplicate language string ui_trialmode4_online
11:04:56 - WARNING: Duplicate language string ui_ondemand_textures
11:04:56 - WARNING: Duplicate language string ui_language
11:04:56 - WARNING: Duplicate language string ui_steam_not_running
11:04:56 - WARNING: Duplicate language string ui_switch_to_turkish_explanation
11:04:56 - WARNING: Duplicate language string ui_switch_to_turkish_yes
11:04:56 - WARNING: Duplicate language string ui_switch_to_turkish_no
11:04:56 - WARNING: Duplicate language string ui_new_version_message
11:04:56 - WARNING: Duplicate language string ui_enable_version_check
11:04:56 - WARNING: Duplicate language string ui_disable
11:04:56 - WARNING: Duplicate language string ui_yes2
11:04:56 - WARNING: Duplicate language string ui_no2
11:04:56 - WARNING: Duplicate language string ui_new_version_message2
11:04:56 - Loading language files...
11:04:56 - WARNING: Duplicate language string hint_1
11:04:56 - WARNING: Duplicate language string hint_2
11:04:56 - WARNING: Duplicate language string hint_3
11:04:56 - WARNING: Duplicate language string hint_4
11:04:56 - WARNING: Duplicate language string hint_5
11:04:56 - WARNING: Duplicate language string hint_6
11:04:56 - WARNING: Duplicate language string hint_7
11:04:56 - WARNING: Duplicate language string hint_8
11:04:56 - WARNING: Duplicate language string hint_9
11:04:56 - WARNING: Duplicate language string hint_10
11:04:56 - WARNING: Duplicate language string hint_11
11:04:56 - WARNING: Duplicate language string hint_12
11:04:56 - WARNING: Duplicate language string ui_crouch
11:04:56 - Initializing resource manager...
11:04:56 - Initializing network manager...
11:04:56 - Initializing task pool...
11:04:56 - Initializing sound...
11:04:56 - Initializing physics...
11:04:56 - Initializing mission...
11:04:56 - Loading resource blacklist...
11:04:56 - Loading core resources...
11:04:56 - Loading module resource pw_shaders
11:04:56 - Loading module resource textures
11:04:56 - Loading resource textures_face_gen
11:04:56 - Loading module resource materials
11:04:56 - Loading module resource materials_greenbump
11:04:56 - Loading resource materials_face_gen
11:04:56 - Loading resource meshes_face_gen
11:04:56 - Loading resource hair
11:04:56 - Loading resource beards
11:04:56 - Loading resource arabian_armors
11:04:56 - Loading resource arabian_castle
11:04:56 - Loading resource arabian_houses
11:04:56 - Loading resource arabian_horses
11:04:56 - Loading resource arabian_props
11:04:56 - Loading resource arabian_village
11:04:56 - Loading resource arena
11:04:56 - Loading resource arena_costumes
11:04:56 - Loading resource armors_b
11:04:56 - Loading resource armors_c
11:04:56 - Loading resource armors_d
11:04:56 - Loading resource armors_e
11:04:56 - Loading resource armors_f
11:04:56 - Loading resource armors_g
11:04:56 - Loading resource armors_h
11:04:56 - Loading resource armors_i
11:04:56 - Loading resource armors_new_a
11:04:56 - Loading resource armors_new_arena
11:04:56 - Loading resource armors_new_b
11:04:56 - Loading resource armors_new_heraldic
11:04:56 - Loading resource banners
11:04:56 - Loading resource barrier_primitives
11:04:56 - Loading resource body_meshes
11:04:56 - Loading resource boots_a
11:04:56 - Loading resource boots_b
11:04:56 - Loading resource boots_c
11:04:56 - Loading resource bride_dress
11:04:56 - Loading resource castle_a
11:04:56 - Loading resource castle_b
11:04:56 - Loading resource castle_c
11:04:56 - Loading resource castle_d
11:04:56 - Loading resource castle_e
11:04:56 - Loading resource castle_f
11:04:56 - Loading resource castle_g
11:04:56 - Loading resource castle_h
11:04:56 - Loading resource castle_i
11:04:56 - Loading resource churches
11:04:56 - Loading resource costumes_d
11:04:56 - Loading resource crossbows
11:04:56 - Loading resource destroy
11:04:56 - Loading resource doors
11:04:56 - Loading resource dungeon
11:04:56 - Loading resource fake_houses
11:04:56 - Loading resource food
11:04:56 - Loading resource full_plate_armor
11:04:56 - Loading resource fur_armors_a
11:04:56 - Loading resource gatehouse
11:04:56 - Loading resource gauntlets_new
11:04:56 - Loading resource grass_meshes
11:04:56 - Loading resource grass_meshes_b
11:04:56 - Loading resource helmets
11:04:56 - Loading resource helmets_e
11:04:56 - Loading resource helmets_f
11:04:56 - Loading resource helpers
11:04:56 - Loading resource horses_b
11:04:56 - Loading resource houses1
11:04:56 - Loading resource interiors_a
11:04:56 - Loading resource interiors_arabian
11:04:56 - Loading resource interiors_b
11:04:56 - Loading resource interiors_c
11:04:56 - Loading resource interiors_d
11:04:56 - Loading resource interiors_steppe
11:04:56 - Loading resource item_meshes1
11:04:56 - Loading resource khergit_lady_dress
11:04:56 - Loading resource nordic_helmets
11:04:56 - Loading resource object_b
11:04:56 - Loading resource object_bodies
11:04:56 - Loading resource object_c
11:04:56 - Loading resource object_meshes
11:04:56 - Loading resource particle_meshes
11:04:56 - Loading resource particles_2
11:04:56 - Loading resource plant_meshes
11:04:56 - Loading resource prisons
11:04:56 - Loading resource prisons_b
11:04:56 - Loading resource raw_materials
11:04:56 - Loading resource rock
11:04:56 - Loading resource sarranid_armor
11:04:56 - Loading resource sarranid_armors
11:04:56 - Loading resource sarranid_boots
11:04:56 - Loading resource sarranid_helmets
11:04:56 - Loading resource sarranid_lady_dress
11:04:56 - Loading resource shields
11:04:56 - Loading resource ship
11:04:56 - Loading resource skyboxes
11:04:56 - Loading resource snowy_castle
11:04:56 - Loading resource snowy_houses
11:04:56 - Loading resource spear
11:04:56 - Loading resource square_keep
11:04:56 - Loading resource steppe_fake_houses
11:04:56 - Loading resource stone_houses
11:04:56 - Loading resource tableau_shields
11:04:56 - Loading resource terrain_borders
11:04:56 - Loading resource terrain_borders_b
11:04:56 - Loading resource town_houses
11:04:56 - Loading resource town_houses_b
11:04:56 - Loading resource town_houses_c
11:04:56 - Loading resource town_houses_d
11:04:56 - Loading resource town_houses_e
11:04:56 - Loading resource tree_e_meshes
11:04:56 - Loading resource tree_f
11:04:56 - Loading resource tree_meshes
11:04:56 - Loading resource ui_server_filter
11:04:56 - Loading resource user_interface_b
11:04:56 - Loading resource user_interface_c
11:04:56 - Loading resource vaegir_helmets
11:04:56 - Loading resource valleyProps
11:04:56 - Loading resource viking_houses
11:04:56 - Loading resource village_houses
11:04:56 - Loading resource village_houses_a
11:04:56 - Loading resource village_houses_b
11:04:56 - Loading resource wall_meshes1
